txn_id,vendor_id,invoice_number,amount,invoice_date,payment_date,posting_ts,created_by,approved_by,approver_role,gl_account
TXN-00858,V-0001,INV-31368,234.22,2025-07-30,2025-09-12,2025-07-30T13:58:00,U-10,U-13,senior,7100
TXN-02462,V-0046,INV-90963,256.08,2025-10-01,2025-11-15,2025-10-01T15:38:00,U-17,U-18,senior,6100
TXN-01151,V-0045,INV-85493,232.49,2026-02-12,2026-03-06,2026-02-12T13:55:00,U-18,U-16,junior,6100
TXN-00246,V-0053,INV-32349,42029.32,2026-01-05,2026-02-04,2026-01-05T08:37:00,U-19,U-17,manager,6200
TXN-01005,V-0044,INV-34824,3233.53,2026-01-23,2026-02-23,2026-01-23T08:36:00,U-07,U-19,junior,7200
TXN-00328,V-0037,INV-80373,2329.87,2026-02-09,2026-03-24,2026-02-09T13:44:00,U-14,U-19,junior,6100
TXN-02165,V-0017,INV-57977,4990.27,2025-07-21,2025-08-26,2025-07-21T18:55:00,U-11,U-06,junior,6100
TXN-01161,V-0058,INV-30865,12430.98,2026-02-22,2026-04-05,2026-02-22T18:58:00,U-16,U-13,senior,6300
TXN-01861,V-0005,INV-14870,9421.47,2025-07-23,2025-08-07,2025-07-23T18:24:00,U-05,U-10,senior,6100
TXN-02032,V-0008,INV-19463,40773.18,2025-04-29,2025-05-15,2025-04-29T11:47:00,U-08,U-09,manager,6100
TXN-01787,V-0054,INV-63697,3284.87,2025-03-02,2025-04-05,2025-03-02T16:58:00,U-05,U-07,junior,7100
TXN-01599,V-0039,INV-71854,9463.36,2025-05-08,2025-06-12,2025-05-08T10:36:00,U-01,U-12,director,7200
TXN-01925,V-0050,INV-38963,4544.9,2025-02-18,2025-03-18,2025-02-18T11:54:00,U-09,U-17,manager,6100
TXN-01191,V-0041,INV-77314,24018.65,2025-03-07,2025-04-12,2025-03-07T12:00:00,U-13,U-17,manager,7200
TXN-01189,V-0007,INV-16286,2676.99,2025-05-19,2025-07-01,2025-05-19T17:06:00,U-19,U-10,senior,7200
TXN-00393,V-0018,INV-19789,612.67,2025-06-12,2025-07-04,2025-06-12T15:17:00,U-11,U-14,junior,6300
TXN-00972,V-0042,INV-16117,409.1,2025-05-13,2025-06-08,2025-05-13T13:50:00,U-18,U-08,senior,7100
TXN-01878,V-0055,INV-56860,12433.23,2025-08-20,2025-10-04,2025-08-20T09:27:00,U-03,U-05,manager,6300
TXN-02597,V-0010,INV-92564,6125.45,2025-05-28,2025-07-12,2025-05-28T15:33:00,U-16,U-09,manager,6200
TXN-02385,V-0055,INV-46699,232.86,2025-03-25,2025-04-19,2025-03-25T16:39:00,U-16,U-06,junior,7200
TXN-00334,V-0033,INV-25084,871.07,2025-06-13,2025-06-29,2025-06-13T09:19:00,U-04,U-16,junior,7100
TXN-00824,V-0046,INV-79033,1385.07,2025-06-26,2025-07-27,2025-06-26T15:31:00,U-02,U-04,senior,6300
TXN-01802,V-0001,INV-70393,8946.32,2025-03-21,2025-05-05,2025-03-21T17:40:00,U-11,U-18,senior,6100
TXN-00126,V-0042,INV-93611,22406.29,2025-10-26,2025-11-24,2025-10-26T10:14:00,U-20,U-09,manager,7100
TXN-02093,V-0058,INV-81233,22775.14,2026-01-05,2026-01-30,2026-01-05T18:23:00,U-06,U-13,senior,6200
TXN-02279,V-0057,INV-80851,46419.9,2025-08-28,2025-09-26,2025-08-28T08:32:00,U-05,U-09,manager,6200
TXN-02496,V-0035,INV-15971,880.36,2025-02-16,2025-03-17,2025-02-16T08:35:00,U-02,U-17,manager,7100
TXN-02544,V-0010,INV-36792,6362.92,2025-07-25,2025-08-15,2025-07-25T17:06:00,U-05,U-13,senior,6200
TXN-02168,V-0051,INV-66355,4014.67,2025-10-01,2025-10-23,2025-10-01T18:17:00,U-02,U-19,junior,7200
TXN-00907,V-0050,INV-21829,2239.52,2026-02-01,2026-03-03,2026-02-01T16:16:00,U-04,U-18,senior,7200
TXN-02679,V-0010,INV-24475,6119.47,2025-02-24,2025-04-01,2025-02-24T09:36:00,U-02,U-08,senior,6200
TXN-02573,V-0010,INV-75251,5009.6,2025-10-19,2025-12-02,2025-10-19T16:58:00,U-14,U-08,senior,6200
TXN-00823,V-0050,INV-76003,34255.64,2025-06-14,2025-07-07,2025-06-14T13:57:00,U-19,U-09,manager,6200
TXN-01117,V-0009,INV-71220,176.87,2025-05-01,2025-05-29,2025-05-01T16:05:00,U-19,U-18,senior,6200
TXN-02691,V-0010,INV-69866,6522.68,2025-12-17,2026-01-30,2025-12-17T15:12:00,U-09,U-08,senior,6200
TXN-01434,V-0008,INV-69475,1011.74,2025-12-24,2026-02-01,2025-12-24T15:41:00,U-05,U-02,junior,6200
TXN-00866,V-0051,INV-13835,182.16,2025-04-13,2025-05-09,2025-04-13T10:42:00,U-04,U-08,senior,7200
TXN-01149,V-0018,INV-52795,453.74,2025-08-11,2025-09-24,2025-08-11T08:10:00,U-06,U-03,junior,6100
TXN-01684,V-0038,INV-20874,8385.78,2025-08-20,2025-10-04,2025-08-20T14:35:00,U-05,U-13,senior,6300
TXN-01961,V-0020,INV-15490,244.64,2025-07-16,2025-08-07,2025-07-16T12:25:00,U-07,U-03,junior,7200
TXN-00121,V-0053,INV-98389,41290.63,2025-11-29,2025-12-24,2025-11-29T09:54:00,U-11,U-17,manager,7100
TXN-00933,V-0008,INV-47083,700.66,2026-01-18,2026-02-15,2026-01-18T13:59:00,U-05,U-17,manager,6300
TXN-01423,V-0003,INV-39852,2189.27,2025-09-02,2025-10-14,2025-09-02T12:50:00,U-08,U-13,senior,7100
TXN-00242,V-0048,INV-28321,792.26,2025-03-18,2025-04-18,2025-03-18T17:57:00,U-16,U-18,senior,7100
TXN-00285,V-0022,INV-74962,552.88,2025-11-17,2025-12-19,2025-11-17T18:27:00,U-18,U-20,senior,6200
TXN-00283,V-0051,INV-85511,21437.89,2025-05-29,2025-07-12,2025-05-29T11:52:00,U-02,U-08,senior,7200
TXN-01637,V-0051,INV-69885,1335.99,2025-07-01,2025-07-20,2025-07-01T18:51:00,U-13,U-02,junior,7100
TXN-02143,V-0004,INV-92179,1671.1,2025-10-26,2025-11-23,2025-10-26T15:41:00,U-06,U-18,senior,6200
TXN-02464,V-0045,INV-41381,4183.13,2025-04-13,2025-05-23,2025-04-13T16:21:00,U-13,U-09,manager,6200
TXN-01374,V-0036,INV-55481,7838.51,2026-02-12,2026-03-29,2026-02-12T15:36:00,U-20,U-05,manager,7100
TXN-02340,V-0045,INV-82756,619.54,2025-01-16,2025-02-26,2025-01-16T11:55:00,U-06,U-17,manager,6200
TXN-00661,V-0039,INV-54062,2302.76,2026-02-07,2026-02-26,2026-02-07T14:09:00,U-08,U-15,manager,6300
TXN-02037,V-0018,INV-30788,2100.2,2025-05-10,2025-06-08,2025-05-10T08:27:00,U-09,U-15,manager,6100
TXN-00645,V-0049,INV-40279,154.87,2025-09-23,2025-10-31,2025-09-23T09:06:00,U-10,U-03,junior,6200
TXN-02479,V-0034,INV-81956,34468.92,2025-03-03,2025-04-10,2025-03-03T09:23:00,U-12,U-09,manager,6200
TXN-00050,V-0014,INV-99065,1189.73,2025-06-29,2025-07-26,2025-06-29T18:32:00,U-09,U-03,junior,6300
TXN-00819,V-0036,INV-99740,122.54,2025-10-05,2025-10-26,2025-10-05T17:50:00,U-14,U-09,manager,7200
TXN-02057,V-0051,INV-46078,1663.01,2025-11-18,2025-12-24,2025-11-18T17:01:00,U-06,U-01,junior,6100
TXN-02140,V-0057,INV-60749,2437.79,2025-02-02,2025-03-15,2025-02-02T08:07:00,U-20,U-13,senior,7100
TXN-02173,V-0047,INV-61183,5852.94,2025-05-01,2025-05-30,2025-05-01T16:25:00,U-03,U-12,director,6200
TXN-02663,V-0010,INV-66573,6078.82,2025-04-09,2025-05-10,2025-04-09T12:24:00,U-02,U-04,senior,6200
TXN-02440,V-0003,INV-18803,8186.72,2025-10-01,2025-10-22,2025-10-01T17:54:00,U-11,U-09,manager,7100
TXN-01427,V-0018,INV-11952,422.91,2025-07-31,2025-08-16,2025-07-31T16:36:00,U-19,U-01,junior,6200
TXN-00347,V-0052,INV-81186,1715.13,2025-02-27,2025-03-22,2025-02-27T17:07:00,U-16,U-19,junior,7200
TXN-01393,V-0047,INV-42401,348.08,2025-11-06,2025-11-24,2025-11-06T09:33:00,U-03,U-01,junior,6200
TXN-00624,V-0029,INV-29148,693.32,2025-12-23,2026-01-09,2025-12-23T08:21:00,U-16,U-12,director,7100
TXN-00419,V-0017,INV-51879,5325.83,2025-06-19,2025-07-15,2025-06-19T09:15:00,U-04,U-17,manager,6200
TXN-02371,V-0036,INV-71928,428.33,2025-09-24,2025-10-12,2025-09-24T18:36:00,U-14,U-19,junior,7200
TXN-01755,V-0046,INV-64216,3466.33,2025-07-29,2025-09-08,2025-07-29T08:26:00,U-10,U-07,junior,6300
TXN-00421,V-0047,INV-65004,152.4,2025-01-25,2025-03-04,2025-01-25T14:28:00,U-09,U-04,senior,6100
TXN-01539,V-0006,INV-93270,292.28,2025-04-12,2025-05-02,2025-04-12T16:26:00,U-02,U-10,senior,7200
TXN-01587,V-0027,INV-68246,1921.49,2025-06-24,2025-08-04,2025-06-24T13:22:00,U-18,U-01,junior,6300
TXN-02209,V-0044,INV-31981,1304.45,2026-03-10,2026-04-16,2026-03-10T16:47:00,U-01,U-06,junior,6300
TXN-01911,V-0023,INV-53908,31729.19,2025-04-08,2025-04-29,2025-04-08T13:19:00,U-11,U-09,manager,7200
TXN-01225,V-0055,INV-72154,326.57,2025-10-07,2025-10-31,2025-10-07T17:21:00,U-15,U-04,senior,6100
TXN-01385,V-0035,INV-63773,33358.97,2025-08-07,2025-09-21,2025-08-07T15:26:00,U-12,U-17,manager,6300
TXN-00675,V-0038,INV-61563,31636.67,2025-09-29,2025-10-29,2025-09-29T12:21:00,U-01,U-05,manager,6200
TXN-01557,V-0014,INV-17051,36987.37,2025-12-06,2026-01-20,2025-12-06T13:50:00,U-19,U-09,manager,6200
TXN-01029,V-0039,INV-89032,2240.6,2025-12-04,2026-01-09,2025-12-04T17:43:00,U-06,U-19,junior,6200
TXN-00447,V-0050,INV-76426,2030.22,2025-09-21,2025-10-15,2025-09-21T10:04:00,U-17,U-12,director,6100
TXN-02392,V-0006,INV-39753,23317.88,2025-12-31,2026-01-24,2025-12-31T13:44:00,U-19,U-10,senior,7200
TXN-00883,V-0030,INV-14716,23737.38,2025-06-11,2025-07-10,2025-06-11T14:28:00,U-04,U-15,manager,7100
TXN-01039,V-0042,INV-14370,1526.08,2025-03-05,2025-04-18,2025-03-05T09:03:00,U-04,U-16,junior,7200
TXN-01944,V-0033,INV-46605,263.51,2026-03-04,2026-04-13,2026-03-04T13:36:00,U-05,U-09,manager,7200
TXN-01041,V-0043,INV-62649,1463.93,2025-01-27,2025-02-23,2025-01-27T12:54:00,U-04,U-02,junior,7200
TXN-02214,V-0037,INV-33192,278.93,2025-12-28,2026-01-26,2025-12-28T09:42:00,U-16,U-13,senior,7200
TXN-01049,V-0018,INV-36379,2337.05,2025-06-26,2025-07-31,2025-06-26T11:12:00,U-18,U-02,junior,7100
TXN-00034,V-0012,INV-40828,142.4,2025-02-05,2025-03-13,2025-02-05T17:04:00,U-17,U-03,junior,6200
TXN-01939,V-0036,INV-71636,151.44,2025-12-02,2026-01-03,2025-12-02T10:18:00,U-03,U-02,junior,7200
TXN-02226,V-0039,INV-88105,295.47,2025-06-19,2025-08-01,2025-06-19T11:42:00,U-03,U-07,junior,6100
TXN-02393,V-0054,INV-37962,5535.49,2025-07-31,2025-09-02,2025-07-31T17:35:00,U-19,U-17,manager,7100
TXN-01316,V-0030,INV-84946,107.43,2025-11-13,2025-11-30,2025-11-13T16:58:00,U-19,U-05,manager,6100
TXN-01177,V-0006,INV-81359,3297.31,2025-09-17,2025-11-01,2025-09-17T12:23:00,U-02,U-04,senior,6100
TXN-02687,V-0010,INV-74443,6480.34,2025-02-03,2025-03-13,2025-02-03T10:12:00,U-01,U-08,senior,6200
TXN-01682,V-0052,INV-65904,3030.17,2025-05-15,2025-06-10,2025-05-15T09:50:00,U-04,U-12,director,7200
TXN-00862,V-0051,INV-28659,41524.24,2026-01-17,2026-02-05,2026-01-17T09:14:00,U-06,U-12,director,6100
TXN-02017,V-0045,INV-64005,39996.1,2025-03-20,2025-05-01,2025-03-20T12:21:00,U-05,U-15,manager,7100
TXN-01506,V-0007,INV-90804,3264.47,2025-05-08,2025-06-04,2025-05-08T09:09:00,U-07,U-17,manager,7200
TXN-02023,V-0051,INV-16822,32521.24,2025-12-03,2026-01-10,2025-12-03T13:17:00,U-10,U-15,manager,6100
TXN-00278,V-0058,INV-39188,2854.67,2025-10-03,2025-10-22,2025-10-03T14:33:00,U-12,U-04,senior,6200
TXN-02146,V-0051,INV-22067,21342.98,2025-06-26,2025-08-05,2025-06-26T08:35:00,U-05,U-20,senior,6200
TXN-00247,V-0036,INV-85047,4985.63,2026-02-25,2026-03-13,2026-02-25T18:15:00,U-20,U-13,senior,6200
TXN-01436,V-0004,INV-15821,566.58,2025-01-10,2025-02-08,2025-01-10T14:24:00,U-20,U-13,senior,7100
TXN-00965,V-0039,INV-94696,711.98,2025-08-31,2025-10-04,2025-08-31T09:31:00,U-03,U-10,senior,7100
TXN-00829,V-0033,INV-40451,862.45,2025-04-07,2025-05-19,2025-04-07T09:01:00,U-15,U-01,junior,6300
TXN-00046,V-0060,INV-63264,924.09,2026-02-04,2026-03-18,2026-02-04T16:56:00,U-08,U-04,senior,6300
TXN-01597,V-0056,INV-64823,797.27,2025-07-16,2025-08-13,2025-07-16T17:41:00,U-15,U-06,junior,6100
TXN-01364,V-0060,INV-20089,1692.84,2025-06-21,2025-07-14,2025-06-21T08:11:00,U-01,U-17,manager,7100
TXN-00902,V-0020,INV-29655,16717.47,2025-05-01,2025-05-19,2025-05-01T14:15:00,U-06,U-10,senior,7200
TXN-01321,V-0028,INV-65038,186.94,2025-09-07,2025-09-28,2025-09-07T18:04:00,U-01,U-15,manager,6100
TXN-02320,V-0023,INV-57734,13488.62,2026-02-24,2026-03-24,2026-02-24T12:20:00,U-09,U-08,senior,6100
TXN-01669,V-0034,INV-13385,355.47,2025-11-15,2025-12-25,2025-11-15T13:01:00,U-13,U-12,director,6300
TXN-00056,V-0029,INV-10053,6231.96,2025-10-19,2025-11-20,2025-10-19T12:25:00,U-13,U-08,senior,7200
TXN-00433,V-0051,INV-87296,7581.48,2026-02-18,2026-03-29,2026-02-18T16:26:00,U-04,U-08,senior,6300
TXN-01931,V-0041,INV-63097,18149.94,2025-04-17,2025-05-13,2025-04-17T11:20:00,U-13,U-08,senior,7100
TXN-01043,V-0027,INV-69516,1790.14,2025-11-30,2025-12-15,2025-11-30T18:50:00,U-14,U-04,senior,6300
TXN-02752,V-0016,INV-30393,2400.38,2025-02-23,2025-03-22,2025-02-23T18:48:00,U-04,U-15,manager,6100
TXN-00871,V-0035,INV-74987,411.3,2025-08-27,2025-09-15,2025-08-27T09:33:00,U-04,U-12,director,6100
TXN-01773,V-0011,INV-66588,594.62,2025-03-24,2025-04-08,2025-03-24T13:47:00,U-06,U-14,junior,6300
TXN-02649,V-0010,INV-81678,5428.54,2025-01-20,2025-02-21,2025-01-20T11:42:00,U-13,U-05,manager,6200
TXN-00508,V-0020,INV-88974,1185.33,2026-02-17,2026-03-17,2026-02-17T10:08:00,U-11,U-10,senior,7100
TXN-01446,V-0038,INV-74871,703.96,2025-05-13,2025-06-24,2025-05-13T12:16:00,U-03,U-16,junior,6200
TXN-00467,V-0009,INV-33639,47677.9,2025-08-23,2025-10-04,2025-08-23T10:20:00,U-11,U-15,manager,7200
TXN-00075,V-0052,INV-41266,38342.92,2025-04-13,2025-05-02,2025-04-13T08:39:00,U-02,U-05,manager,6200
TXN-00692,V-0059,INV-92660,48722.83,2025-10-13,2025-11-21,2025-10-13T14:33:00,U-17,U-15,manager,6100
TXN-01636,V-0026,INV-61582,246.21,2025-08-19,2025-09-21,2025-08-19T12:27:00,U-11,U-13,senior,6300
TXN-01763,V-0035,INV-30016,11736.64,2025-01-23,2025-03-09,2025-01-23T17:00:00,U-07,U-09,manager,6300
TXN-01664,V-0057,INV-21069,186.24,2025-08-11,2025-09-02,2025-08-11T18:19:00,U-12,U-10,senior,6100
TXN-00844,V-0001,INV-68224,586.49,2025-10-15,2025-11-22,2025-10-15T09:13:00,U-12,U-10,senior,7100
TXN-00745,V-0039,INV-66980,1610.17,2025-10-19,2025-12-02,2025-10-19T18:19:00,U-07,U-12,director,6300
TXN-00484,V-0060,INV-32898,490.51,2025-05-16,2025-06-03,2025-05-16T15:03:00,U-08,U-16,junior,6300
TXN-02667,V-0010,INV-11615,5599.32,2025-03-11,2025-04-13,2025-03-11T13:51:00,U-17,U-09,manager,6200
TXN-02622,V-0010,INV-96624,5625.95,2025-08-16,2025-09-10,2025-08-16T12:26:00,U-06,U-05,manager,6200
TXN-02255,V-0060,INV-55617,13294.02,2025-08-15,2025-09-23,2025-08-15T17:43:00,U-20,U-05,manager,6300
TXN-01152,V-0052,INV-83649,31148.47,2026-01-03,2026-02-07,2026-01-03T14:41:00,U-03,U-12,director,7100
TXN-01331,V-0031,INV-94554,282.75,2025-10-28,2025-12-01,2025-10-28T14:18:00,U-02,U-18,senior,6300
TXN-02564,V-0010,INV-47465,6338.21,2026-01-07,2026-02-09,2026-01-07T10:09:00,U-13,U-20,senior,6200
TXN-02277,V-0051,INV-86397,741.19,2025-12-09,2026-01-02,2025-12-09T17:38:00,U-06,U-08,senior,7200
TXN-00084,V-0027,INV-43862,808.96,2025-09-07,2025-10-17,2025-09-07T11:22:00,U-16,U-11,junior,6200
TXN-00686,V-0006,INV-95140,7199.01,2026-03-10,2026-04-16,2026-03-10T17:30:00,U-16,U-08,senior,7200
TXN-01774,V-0054,INV-62721,644.62,2025-12-30,2026-01-21,2025-12-30T16:54:00,U-02,U-16,junior,7100
TXN-01059,V-0054,INV-35124,49288.85,2025-03-15,2025-04-05,2025-03-15T10:50:00,U-14,U-05,manager,6100
TXN-01592,V-0018,INV-38613,1030.1,2025-11-07,2025-12-04,2025-11-07T09:06:00,U-18,U-05,manager,7100
TXN-01750,V-0036,INV-34340,19589.41,2025-04-20,2025-06-04,2025-04-20T09:29:00,U-17,U-12,director,6100
TXN-00226,V-0025,INV-82199,36076.85,2025-05-09,2025-06-23,2025-05-09T11:40:00,U-17,U-12,director,6100
TXN-02646,V-0010,INV-95217,6817.11,2025-10-06,2025-11-14,2025-10-06T17:26:00,U-01,U-08,senior,6200
TXN-00342,V-0047,INV-34347,240.73,2025-03-12,2025-04-09,2025-03-12T17:24:00,U-13,U-15,manager,7200
TXN-01425,V-0038,INV-25149,2001.57,2025-08-09,2025-08-28,2025-08-09T14:35:00,U-13,U-14,junior,6200
TXN-02106,V-0024,INV-64461,1882.13,2026-02-26,2026-04-12,2026-02-26T17:07:00,U-16,U-09,manager,6300
TXN-00928,V-0032,INV-60265,170.38,2025-12-21,2026-01-11,2025-12-21T14:43:00,U-16,U-05,manager,6300
TXN-02634,V-0010,INV-90897,5797.86,2025-01-06,2025-02-15,2025-01-06T08:47:00,U-12,U-20,senior,6200
TXN-00123,V-0046,INV-23173,30588.63,2025-02-20,2025-04-03,2025-02-20T18:45:00,U-08,U-05,manager,7100
TXN-00069,V-0022,INV-73993,10804.55,2026-02-14,2026-03-08,2026-02-14T17:57:00,U-14,U-17,manager,7200
TXN-01170,V-0027,INV-74122,553.1,2025-03-03,2025-03-21,2025-03-03T09:05:00,U-15,U-12,director,6100
TXN-01248,V-0007,INV-60512,2402.36,2025-04-25,2025-05-23,2025-04-25T08:14:00,U-14,U-05,manager,6100
TXN-01529,V-0058,INV-35032,970.46,2025-04-20,2025-06-02,2025-04-20T17:35:00,U-15,U-12,director,7100
TXN-01060,V-0037,INV-16054,1048.91,2025-08-08,2025-09-21,2025-08-08T18:15:00,U-12,U-11,junior,7200
TXN-00764,V-0024,INV-41188,45287.66,2026-01-21,2026-02-17,2026-01-21T14:49:00,U-05,U-12,director,7100
TXN-02418,V-0026,INV-17775,7104.93,2025-07-05,2025-07-21,2025-07-05T14:04:00,U-11,U-08,senior,6100
TXN-01984,V-0011,INV-68840,7906.95,2025-10-28,2025-11-15,2025-10-28T09:09:00,U-02,U-05,manager,6100
TXN-01422,V-0041,INV-23639,9892.82,2025-03-08,2025-03-24,2025-03-08T12:46:00,U-03,U-17,manager,7100
TXN-00609,V-0009,INV-18361,9209.5,2025-03-27,2025-04-14,2025-03-27T14:06:00,U-09,U-05,manager,6200
TXN-01865,V-0053,INV-71928,421.57,2025-02-15,2025-03-16,2025-02-15T17:23:00,U-02,U-11,junior,6300
TXN-00754,V-0057,INV-14963,9391.03,2025-10-07,2025-10-23,2025-10-07T17:23:00,U-17,U-10,senior,7100
TXN-00138,V-0042,INV-70852,24351.37,2025-04-24,2025-05-29,2025-04-24T18:04:00,U-18,U-12,director,7200
TXN-01602,V-0023,INV-99610,228.04,2025-10-23,2025-11-14,2025-10-23T15:29:00,U-03,U-01,junior,6200
TXN-01134,V-0036,INV-27607,1333.66,2025-04-01,2025-05-08,2025-04-01T13:11:00,U-10,U-15,manager,6200
TXN-00828,V-0011,INV-27305,22992.18,2025-08-02,2025-09-15,2025-08-02T18:34:00,U-17,U-04,senior,6300
TXN-00479,V-0036,INV-90962,535.38,2026-03-02,2026-04-09,2026-03-02T09:32:00,U-20,U-05,manager,7100
TXN-02020,V-0008,INV-86313,180.65,2025-03-05,2025-03-26,2025-03-05T10:36:00,U-09,U-12,director,6300
TXN-02344,V-0020,INV-93148,4836.21,2025-06-06,2025-07-18,2025-06-06T08:02:00,U-08,U-12,director,6200
TXN-01392,V-0009,INV-91744,401.18,2026-01-04,2026-02-03,2026-01-04T08:51:00,U-05,U-11,junior,6300
TXN-00270,V-0054,INV-79228,6199.7,2026-02-08,2026-03-09,2026-02-08T09:33:00,U-07,U-09,manager,7200
TXN-01731,V-0044,INV-99830,32127.28,2025-02-18,2025-03-27,2025-02-18T14:36:00,U-04,U-12,director,6100
TXN-00849,V-0038,INV-39428,2109.0,2025-09-10,2025-10-09,2025-09-10T16:47:00,U-10,U-20,senior,6300
TXN-00526,V-0025,INV-24860,1595.3,2025-12-16,2026-01-29,2025-12-16T13:24:00,U-20,U-08,senior,6100
TXN-00852,V-0051,INV-43804,560.02,2025-09-04,2025-10-16,2025-09-04T17:27:00,U-03,U-13,senior,7200
TXN-02376,V-0051,INV-76911,35218.43,2025-02-07,2025-03-04,2025-02-07T15:23:00,U-19,U-12,director,6200
TXN-02608,V-0010,INV-88027,5476.05,2025-06-05,2025-07-09,2025-06-05T12:08:00,U-10,U-12,director,6200
TXN-00925,V-0048,INV-37080,353.41,2025-07-15,2025-08-26,2025-07-15T10:27:00,U-09,U-11,junior,7100
TXN-02569,V-0010,INV-30582,5436.09,2026-03-13,2026-04-24,2026-03-13T11:45:00,U-20,U-17,manager,6200
TXN-01111,V-0051,INV-29879,454.28,2025-07-11,2025-08-01,2025-07-11T15:18:00,U-03,U-02,junior,6200
TXN-00169,V-0028,INV-85465,21177.57,2025-08-24,2025-09-18,2025-08-24T09:55:00,U-02,U-13,senior,6100
TXN-00769,V-0043,INV-43468,901.51,2025-05-19,2025-06-06,2025-05-19T12:51:00,U-14,U-09,manager,6300
TXN-02659,V-0010,INV-74847,5073.23,2025-01-11,2025-02-17,2025-01-11T08:45:00,U-10,U-05,manager,6200
TXN-02177,V-0023,INV-99333,2471.63,2026-02-09,2026-03-06,2026-02-09T18:34:00,U-07,U-17,manager,6100
TXN-02136,V-0043,INV-99872,157.22,2025-09-04,2025-10-10,2025-09-04T14:06:00,U-07,U-01,junior,7200
TXN-02132,V-0036,INV-83551,4340.59,2025-09-24,2025-11-06,2025-09-24T10:42:00,U-11,U-13,senior,6200
TXN-02721,V-0021,INV-27042,9960.03,2025-12-24,2026-02-04,2025-12-24T14:09:00,U-09,U-15,manager,6200
TXN-00565,V-0041,INV-96427,181.93,2025-09-15,2025-10-15,2025-09-15T09:05:00,U-16,U-02,junior,7200
TXN-01690,V-0023,INV-37361,233.01,2025-05-09,2025-06-02,2025-05-09T16:42:00,U-10,U-01,junior,6100
TXN-01071,V-0017,INV-98487,184.33,2025-10-07,2025-10-28,2025-10-07T11:21:00,U-03,U-13,senior,6100
TXN-01035,V-0028,INV-19757,335.15,2026-01-13,2026-02-10,2026-01-13T11:44:00,U-03,U-20,senior,6100
TXN-00934,V-0060,INV-51358,23271.53,2025-06-10,2025-06-30,2025-06-10T14:57:00,U-20,U-10,senior,7200
TXN-02744,V-0016,INV-41420,3521.95,2025-09-28,2025-11-08,2025-09-28T14:00:00,U-04,U-15,manager,6100
TXN-00602,V-0007,INV-43779,1637.36,2025-07-04,2025-08-17,2025-07-04T16:35:00,U-11,U-09,manager,6300
TXN-00193,V-0036,INV-72991,1348.82,2025-03-12,2025-04-16,2025-03-12T12:03:00,U-06,U-08,senior,7200
TXN-02179,V-0060,INV-15022,21985.3,2025-06-19,2025-07-22,2025-06-19T18:29:00,U-13,U-15,manager,7200
TXN-02283,V-0060,INV-47980,200.52,2025-09-15,2025-10-30,2025-09-15T18:37:00,U-15,U-01,junior,7200
TXN-01301,V-0052,INV-11883,280.74,2025-04-18,2025-05-21,2025-04-18T11:43:00,U-13,U-07,junior,6300
TXN-01327,V-0044,INV-35936,622.82,2025-07-24,2025-08-13,2025-07-24T11:16:00,U-16,U-14,junior,7200
TXN-01001,V-0031,INV-70415,26905.95,2025-03-09,2025-04-13,2025-03-09T10:32:00,U-13,U-15,manager,7200
TXN-02042,V-0017,INV-78423,45974.32,2025-02-26,2025-03-24,2025-02-26T12:46:00,U-18,U-17,manager,6200
TXN-01991,V-0034,INV-54952,38289.82,2025-01-20,2025-02-15,2025-01-20T08:40:00,U-07,U-09,manager,7100
TXN-00876,V-0007,INV-62990,10025.43,2025-04-12,2025-05-16,2025-04-12T13:12:00,U-06,U-05,manager,6300
TXN-01377,V-0032,INV-66403,128.98,2025-01-28,2025-02-12,2025-01-28T15:19:00,U-10,U-20,senior,6100
TXN-00537,V-0026,INV-85067,38368.19,2025-03-14,2025-03-29,2025-03-14T09:02:00,U-01,U-17,manager,7200
TXN-01770,V-0057,INV-72446,403.62,2025-02-07,2025-03-20,2025-02-07T08:41:00,U-02,U-20,senior,7200
TXN-02083,V-0022,INV-16951,16497.38,2025-10-10,2025-11-09,2025-10-10T08:40:00,U-19,U-13,senior,6100
TXN-01822,V-0042,INV-26794,213.24,2025-06-24,2025-07-31,2025-06-24T13:51:00,U-05,U-18,senior,6300
TXN-00452,V-0021,INV-94853,118.6,2026-02-04,2026-02-26,2026-02-04T11:54:00,U-02,U-07,junior,7200
TXN-02074,V-0047,INV-20830,116.23,2025-03-26,2025-04-12,2025-03-26T18:37:00,U-01,U-04,senior,6300
TXN-02620,V-0010,INV-32948,6822.2,2025-08-31,2025-10-13,2025-08-31T16:34:00,U-02,U-17,manager,6200
TXN-00067,V-0005,INV-65069,1317.39,2025-08-01,2025-09-11,2025-08-01T08:13:00,U-11,U-19,junior,7100
TXN-01635,V-0033,INV-49795,5804.32,2025-05-15,2025-06-26,2025-05-15T15:59:00,U-14,U-10,senior,6200
TXN-02372,V-0036,INV-87510,48472.2,2025-07-06,2025-08-15,2025-07-06T08:23:00,U-16,U-17,manager,6100
TXN-02519,V-0010,INV-13082,6447.32,2025-10-28,2025-12-08,2025-10-28T09:22:00,U-06,U-05,manager,6200
TXN-01209,V-0008,INV-31012,324.81,2025-08-04,2025-08-20,2025-08-04T13:57:00,U-02,U-06,junior,7100
TXN-02038,V-0004,INV-47645,12851.58,2025-05-29,2025-06-16,2025-05-29T11:26:00,U-02,U-15,manager,7200
